# format	robotrace-shortcut-course-v1
# course_id	2022student
# source_file	examples/synthetic/2022student.json
# source_hash	baaead7a84942a63ae1468f45cc1c886f789695700c065a10c4c8629a52a7391
# line_width_mm	19.000000
distance_mm	line_x_mm	line_y_mm
3040	1631.24402	-297.814209
3050	1621.24414	-297.767548
3060	1611.24426	-297.720886
3070	1601.24426	-297.674225
3080	1591.24438	-297.627563
3090	1581.24451	-297.580902
3100	1571.24463	-297.534241
3110	1561.24475	-297.487579
3120	1551.24487	-297.440918
3130	1541.245	-297.394257
3140	1531.24512	-297.347565
3150	1521.24524	-297.300903
3160	1511.24536	-297.254242
3170	1501.24536	-297.207581
3180	1491.24548	-297.160919
3190	1481.24561	-297.114258
3200	1471.24573	-297.067596
3210	1461.24585	-297.020935
3220	1451.24597	-296.974274
3230	1441.24609	-296.927612
3240	1431.24622	-296.880951
3250	1421.24634	-296.83429
3260	1411.24634	-296.787628
3270	1401.24646	-296.740936
3280	1391.24658	-296.694275
3290	1381.2467	-296.647614
3300	1371.24683	-296.600952
3310	1361.24695	-296.554291
3320	1351.24707	-296.507629
3330	1341.24719	-296.460968
3340	1331.24731	-296.414307
3350	1321.24731	-296.367645
3360	1311.24744	-296.320984
3370	1301.24756	-296.274323
3380	1291.24768	-296.227661
3390	1281.2478	-296.180969
3400	1271.24792	-296.134308
3410	1261.24805	-296.087646
3420	1251.24817	-296.040985
3430	1241.24829	-295.994324
3440	1231.24829	-295.947662
3450	1221.24841	-295.901001
3460	1211.24854	-295.85434
3470	1201.24866	-295.807678
3480	1191.24878	-295.761017
3490	1181.2489	-295.714355
3500	1171.24902	-295.667694
3510	1161.24915	-295.621033
3520	1151.24927	-295.574341
3530	1141.24939	-295.527679
3540	1131.24939	-295.481018
3550	1121.24951	-295.434357
3560	1111.24963	-295.387695
3570	1101.24976	-295.341034
3580	1091.24988	-295.294373
3590	1081.25	-295.247711
3600	1071.25012	-295.20105
3610	1061.25024	-295.154388
3620	1051.25037	-295.107727
3630	1041.25037	-295.061066
3640	1031.25049	-295.014404
3650	1021.25122	-295.0802
3660	1011.26221	-295.533356
3670	1001.29926	-296.38559
3680	991.378357	-297.635529
3690	981.51532	-299.281219
3700	971.726074	-301.320007
3710	962.026123	-303.748627
3720	952.431091	-306.563202
3730	942.956299	-309.759247
3740	933.616882	-313.331604
3750	924.427734	-317.274567
3760	915.403687	-321.581848
3770	906.559082	-326.246582
3780	897.908081	-331.26123
3790	889.464539	-336.617859
3800	881.241943	-342.307831
3810	873.253479	-348.322052
3820	865.511902	-354.65094
3830	858.029602	-361.284332
3840	850.818604	-368.211639
3850	843.89032	-375.421753
3860	837.25592	-382.903168
3870	830.926025	-390.643921
3880	824.910767	-398.631592
3890	819.219666	-406.853424
3900	813.861938	-415.296265
3910	808.84613	-423.946594
3920	804.180298	-432.790588
3930	799.871765	-441.814087
3940	795.927612	-451.002686
3950	792.354004	-460.341644
3960	789.156738	-469.81604
3970	786.340881	-479.410706
3980	783.911011	-489.110291
3990	781.870911	-498.899323
4000	780.076233	-508.736938
4010	778.303528	-518.578552
4020	776.550537	-528.423706
4030	774.8172	-538.272339
4040	773.103638	-548.124451
4050	771.409729	-557.979919
4060	769.735535	-567.838806
4070	768.081055	-577.700989
4080	766.44635	-587.566467
4090	764.83136	-597.435181
4100	763.236084	-607.307129
4110	761.660583	-617.18219
4120	760.104797	-627.060425
4130	758.568787	-636.941772
4140	757.052612	-646.826172
4150	755.556152	-656.713562
4160	754.079468	-666.603943
4170	752.622559	-676.497192
4180	751.185425	-686.393433
4190	749.768127	-696.29248
4200	748.370605	-706.194336
4210	746.99292	-716.098999
4220	745.63501	-726.006348
4230	744.296936	-735.916443
4240	742.978638	-745.829163
4250	741.680237	-755.744507
4260	740.401672	-765.662415
4270	739.142883	-775.582886
4280	737.903992	-785.505798
4290	736.684937	-795.431213
4300	735.485718	-805.35907
4310	734.306335	-815.289307
4320	733.146851	-825.221863
4330	732.007263	-835.156677
4340	730.887512	-845.093811
4350	729.787598	-855.033142
4360	728.707642	-864.974609
4370	727.647522	-874.918274
4380	726.6073	-884.864014
4390	725.586975	-894.811829
4400	724.586548	-904.761658
4410	723.606018	-914.713501
4420	722.645386	-924.667236
4430	721.704712	-934.622864
4440	720.783875	-944.580383
4450	719.882996	-954.539734
4460	719.002075	-964.500854
4470	718.141052	-974.463684
4480	717.299927	-984.428284
4490	716.47876	-994.39447
4500	715.67749	-1004.36237
4510	714.896179	-1014.33179
4520	714.134827	-1024.30273
4530	713.393372	-1034.27527
4540	712.671936	-1044.24915
4550	711.970398	-1054.22449
4560	711.288818	-1064.20129
4570	710.627197	-1074.17932
4580	709.985535	-1084.15869
4590	709.363831	-1094.1394
4600	708.762085	-1104.12122
4610	708.180298	-1114.10437
4620	707.61853	-1124.0885
4630	707.07666	-1134.07385
4640	706.55481	-1144.06018
4650	706.052917	-1154.04761
4660	705.570984	-1164.03601
4670	705.10907	-1174.02527
4680	704.667114	-1184.0155
4690	704.245117	-1194.00659
4700	703.84314	-1203.99854
4710	703.461121	-1213.99121
4720	703.099121	-1223.98474
4730	702.75708	-1233.97888
4740	702.434998	-1243.97363
4750	702.132935	-1253.96912
4760	701.850891	-1263.96509
4770	701.588806	-1273.96167
4780	701.346741	-1283.95874
4790	701.124634	-1293.9563
4800	700.922546	-1303.95422
4810	700.740479	-1313.95251
4820	700.578369	-1323.95129
4830	700.436279	-1333.9502
4840	700.314148	-1343.94946
4850	700.212097	-1353.94897
4860	700.129944	-1363.94861
4870	700.067871	-1373.94849
4880	700.025757	-1383.94836
4890	700.003662	-1393.94836
4900	700.001587	-1403.94836
4910	700.01947	-1413.94824
4920	700.057373	-1423.94824
4930	700.115234	-1433.948
4940	700.193115	-1443.94775
4950	700.291016	-1453.94727
4960	700.408936	-1463.94653
4970	700.546814	-1473.94568
4980	700.704712	-1483.94434
4990	700.882629	-1493.94275
5000	701.080505	-1503.9408
5010	701.29834	-1513.93848
5020	701.536255	-1523.93567
5030	701.794128	-1533.93225
5040	702.07196	-1543.92847
5050	702.369812	-1553.92395
5060	702.687683	-1563.91895
5070	703.025513	-1573.91321
5080	703.383301	-1583.90686
5090	703.761108	-1593.89966
5100	704.158936	-1603.89172
5110	704.57666	-1613.88306
5120	705.014465	-1623.87341
5130	705.472168	-1633.86292
5140	705.94989	-1643.85156
5150	706.447571	-1653.83911
5160	706.965271	-1663.82568
5170	707.502869	-1673.81128
5180	708.060486	-1683.79578
5190	708.638062	-1693.77905
5200	709.235596	-1703.76111
5210	709.853088	-1713.74207
5220	710.490601	-1723.72168
5230	711.14801	-1733.70007
5240	711.825378	-1743.67712
5250	712.522705	-1753.65283
5260	713.23999	-1763.62708
5270	713.977234	-1773.59985
5280	714.734375	-1783.57104
5290	715.511475	-1793.54089
5300	716.308533	-1803.50903
5310	717.125549	-1813.47559
5320	717.962463	-1823.44055
5330	718.819275	-1833.40369
5340	719.696045	-1843.36523
5350	720.592773	-1853.32495
5360	721.509338	-1863.28284
5370	722.445862	-1873.23889
5380	723.402344	-1883.19299
5390	724.378662	-1893.14526
5400	725.374878	-1903.09546
5410	726.391052	-1913.0437
5420	727.427063	-1922.98999
5430	728.482971	-1932.93408
5440	729.558777	-1942.87598
5450	730.65448	-1952.8158
5460	731.770081	-1962.75342
5470	732.905518	-1972.68872
5480	734.060852	-1982.6217
5490	735.236023	-1992.55249
5500	736.43103	-2002.48071
5510	737.645935	-2012.40674
5520	738.880676	-2022.3302
5530	740.135254	-2032.25122
5540	741.409668	-2042.16968
5550	742.703918	-2052.08545
5560	744.018005	-2061.99878
5570	745.351929	-2071.90942
5580	746.705627	-2081.81738
5590	748.079163	-2091.72266
5600	749.472534	-2101.625
5610	750.885681	-2111.52466
5620	752.318604	-2121.42139
5630	753.771362	-2131.31543
5640	755.243896	-2141.2063
5650	756.736206	-2151.09448
5660	758.24823	-2160.97949
5670	759.78009	-2170.86133
5680	761.331726	-2180.74023
5690	762.903076	-2190.61597
5700	764.494141	-2200.48877
5710	766.10498	-2210.35815
5720	767.735596	-2220.22412
5730	769.385925	-2230.08716
5740	771.055908	-2239.94678
5750	772.745667	-2249.80298
5760	774.455139	-2259.65576
5770	776.184326	-2269.50513
5780	777.933167	-2279.35083
5790	779.701721	-2289.19336
5800	781.489929	-2299.03223
5810	783.297852	-2308.86743
5820	785.125427	-2318.69897
5830	786.972656	-2328.52686
5840	788.839478	-2338.35107
5850	790.726013	-2348.17139
5860	792.632202	-2357.98804
5870	794.557983	-2367.80078
5880	796.503418	-2377.60986
5890	798.468445	-2387.41479
5900	800.453064	-2397.21606
5910	802.457275	-2407.01294
5920	804.481079	-2416.80615
5930	806.524475	-2426.59521
5940	808.587463	-2436.37988
5950	810.670044	-2446.16064
5960	812.772095	-2455.93726
5970	814.893738	-2465.70972
5980	817.034973	-2475.47778
5990	819.195679	-2485.24146
6000	821.375916	-2495.00098
6010	823.575684	-2504.75586
6020	825.794922	-2514.50659
6030	828.033691	-2524.25269
6040	830.291931	-2533.99438
6050	832.569641	-2543.73169
6060	834.866882	-2553.46411
6070	837.183533	-2563.19214
6080	839.519653	-2572.91553
6090	841.875183	-2582.63403
6100	844.250183	-2592.3479
6110	846.644592	-2602.05713
6120	849.058411	-2611.76123
6130	851.491638	-2621.46069
6140	853.944214	-2631.15527
6150	856.41626	-2640.84497
6160	858.907593	-2650.52954
6170	861.418335	-2660.20923
6180	863.948425	-2669.88403
6190	866.497864	-2679.55347
6200	869.06665	-2689.21802
6210	871.654724	-2698.8772
6220	874.262146	-2708.53125
6230	876.888855	-2718.18018
6240	879.534851	-2727.82373
6250	882.200134	-2737.46216
6260	884.884705	-2747.09497
6270	887.588562	-2756.72241
6280	890.311584	-2766.34448
6290	893.053894	-2775.96118
6300	895.81543	-2785.57227
6310	898.596191	-2795.17798
6320	901.396179	-2804.77808
6330	904.215332	-2814.37231
6340	907.05365	-2823.96118
6350	909.911133	-2833.54419
6360	912.787842	-2843.12134
6370	915.683655	-2852.69287
6380	918.598572	-2862.25879
6390	921.532654	-2871.8186
6400	924.48584	-2881.37256
6410	927.45813	-2890.92065
6420	930.449524	-2900.46265
6430	933.460022	-2909.99878
6440	936.489502	-2919.52881
6450	939.538086	-2929.05273
6460	942.605713	-2938.5708
6470	945.692383	-2948.08228
6480	948.798035	-2957.58789
6490	951.922729	-2967.08716
6500	955.066406	-2976.58008
6510	958.229065	-2986.06689
6520	961.410645	-2995.54736
6530	964.611206	-3005.02124
6540	967.83075	-3014.48877
6550	971.069153	-3023.94995
6560	974.326538	-3033.40454
6570	977.602783	-3042.85254
6580	980.897949	-3052.29419
6590	984.211975	-3061.729
6600	987.544861	-3071.15723
6610	990.896606	-3080.57886
6620	994.267151	-3089.99365
6630	997.656555	-3099.40161
6640	1001.06476	-3108.80298
6650	1004.49176	-3118.19751
6660	1007.93756	-3127.58496
6670	1011.4021	-3136.96558
6680	1014.88544	-3146.33936
6690	1018.38745	-3155.70605
6700	1021.9082	-3165.06592
6710	1025.44775	-3174.41846
6720	1029.00586	-3183.76392
6730	1032.58276	-3193.10254
6740	1036.19873	-3202.42554
6750	1040.26648	-3211.55884
6760	1044.93347	-3220.40088
6770	1050.1792	-3228.91235
6780	1055.98035	-3237.05566
6790	1062.31104	-3244.79419
6800	1069.14307	-3252.09375
6810	1076.44629	-3258.92212
6820	1084.18823	-3265.24878
6830	1092.33435	-3271.04565
6840	1100.84863	-3276.28687
6850	1109.69312	-3280.94922
6860	1118.82849	-3285.01221
6870	1128.21436	-3288.45728
6880	1137.80884	-3291.26978
6890	1147.56934	-3293.43677
6900	1157.45239	-3294.94849
6910	1167.41443	-3295.79883
6920	1177.41089	-3295.9834
6930	1187.39734	-3295.50171
6940	1197.32959	-3294.35571
6950	1207.16345	-3292.55078
6960	1216.85522	-3290.09473
6970	1226.36194	-3286.99829
6980	1235.64111	-3283.27563
6990	1244.65173	-3278.94312
7000	1253.35376	-3274.01978
7010	1261.70837	-3268.52783
7020	1269.67871	-3262.49146
7030	1277.22913	-3255.9375
7040	1284.32617	-3248.89502
7050	1290.93835	-3241.39551
7060	1297.03613	-3233.47217
7070	1302.59265	-3225.1604
7080	1307.58301	-3216.49658
7090	1312.24768	-3207.65137
7100	1316.91125	-3198.80542
7110	1321.57483	-3189.95923
7120	1326.23828	-3181.11328
7130	1330.90186	-3172.26733
7140	1335.56543	-3163.42139
7150	1340.22888	-3154.57544
7160	1344.89246	-3145.72949
7170	1349.55603	-3136.88354
7180	1354.2196	-3128.03735
7190	1358.88306	-3119.19141
7200	1363.54663	-3110.34546
7210	1368.21021	-3101.49951
7220	1372.87366	-3092.65356
7230	1377.53723	-3083.80762
7240	1382.20081	-3074.96167
7250	1386.86426	-3066.11548
7260	1391.52783	-3057.26953
7270	1396.19141	-3048.42358
7280	1400.85498	-3039.57764
7290	1405.51843	-3030.73169
7300	1410.18201	-3021.88574
7310	1414.84558	-3013.03955
7320	1419.50903	-3004.1936
7330	1424.17261	-2995.34766
7340	1428.83618	-2986.50171
7350	1433.49963	-2977.65576
7360	1438.16321	-2968.80981
7370	1442.82678	-2959.96387
7380	1447.49036	-2951.11768
7390	1452.15381	-2942.27173
7400	1456.81738	-2933.42578
7410	1461.48096	-2924.57983
7420	1466.14441	-2915.73389
7430	1470.80798	-2906.88794
7440	1475.47156	-2898.04199
7450	1480.13501	-2889.1958
7460	1484.79858	-2880.34985
7470	1489.46216	-2871.50391
7480	1494.12573	-2862.65796
7490	1498.78918	-2853.81201
7500	1503.45276	-2844.96606
7510	1508.11633	-2836.12012
7520	1512.77979	-2827.27393
7530	1517.44336	-2818.42798
7540	1522.10693	-2809.58203
7550	1526.77051	-2800.73608
7560	1531.43396	-2791.89014
7570	1536.09753	-2783.04419
7580	1540.76111	-2774.19824
7590	1545.42456	-2765.35205
7600	1550.08813	-2756.5061
7610	1554.75171	-2747.66016
7620	1559.41516	-2738.81421
7630	1564.07874	-2729.96826
7640	1568.74231	-2721.12231
7650	1573.40588	-2712.27637
7660	1578.06934	-2703.43018
7670	1582.73291	-2694.58423
7680	1587.39648	-2685.73828
7690	1592.05994	-2676.89233
7700	1596.72351	-2668.04639
7710	1601.38708	-2659.20044
7720	1606.05054	-2650.35449
7730	1610.71411	-2641.5083
7740	1615.37769	-2632.66235
7750	1620.04126	-2623.81641
7760	1624.70471	-2614.97046
7770	1629.36829	-2606.12451
7780	1634.03186	-2597.27856
7790	1638.69531	-2588.43237
7800	1643.35889	-2579.58643
7810	1648.02246	-2570.74048
7820	1652.68591	-2561.89453
7830	1657.34949	-2553.04858
7840	1662.01306	-2544.20264
7850	1666.67664	-2535.35669
7860	1671.34009	-2526.5105
7870	1676.00366	-2517.66455
7880	1680.66724	-2508.8186
7890	1685.33069	-2499.97266
7900	1689.99426	-2491.12671
7910	1694.65784	-2482.28076
7920	1699.32129	-2473.43481
7930	1703.98486	-2464.58862
7940	1708.64844	-2455.74268
7950	1713.31201	-2446.89673
7960	1717.97546	-2438.05078
7970	1722.63904	-2429.20483
7980	1727.30261	-2420.35889
7990	1731.96606	-2411.51294
8000	1736.62964	-2402.66675
8010	1741.29321	-2393.8208
8020	1745.95667	-2384.97485
8030	1750.62024	-2376.12891
8040	1755.28381	-2367.28296
8050	1759.94739	-2358.43701
8060	1764.61084	-2349.59106
8070	1769.27441	-2340.74487
8080	1773.93799	-2331.89893
8090	1778.60144	-2323.05298
8100	1783.26501	-2314.20703
8110	1787.92859	-2305.36108
8120	1792.59216	-2296.51514
8130	1797.25562	-2287.66919
8140	1801.91919	-2278.823
8150	1806.58276	-2269.97705
8160	1811.24622	-2261.1311
8170	1815.90979	-2252.28516
8180	1820.57336	-2243.43921
8190	1825.23682	-2234.59326
8200	1829.90039	-2225.74707
8210	1834.56396	-2216.90112
8220	1839.22754	-2208.05518
8230	1843.89099	-2199.20923
8240	1848.55457	-2190.36328
8250	1853.21814	-2181.51733
8260	1857.88159	-2172.67139
8270	1862.54517	-2163.8252
8280	1867.20874	-2154.97925
8290	1871.87219	-2146.1333
8300	1876.53577	-2137.28735
8310	1881.19934	-2128.44141
8320	1885.86292	-2119.59546
8330	1890.52637	-2110.74951
8340	1895.18994	-2101.90332
8350	1899.85352	-2093.05737
8360	1904.51697	-2084.21143
8370	1909.18054	-2075.36548
8380	1913.84412	-2066.51953
8390	1918.50757	-2057.67358
8400	1923.17114	-2048.82764
8410	1927.83472	-2039.98157
8420	1932.49829	-2031.13562
8430	1937.16174	-2022.28955
8440	1941.82532	-2013.4436
8450	1946.48889	-2004.59766
8460	1951.15234	-1995.75159
8470	1955.81592	-1986.90564
8480	1960.47949	-1978.05969
8490	1965.14294	-1969.21362
8500	1969.80652	-1960.36768
8510	1974.47009	-1951.52173
8520	1979.13367	-1942.67578
8530	1983.79712	-1933.82971
8540	1988.46069	-1924.98376
8550	1993.12427	-1916.13782
8560	1997.78772	-1907.29175
8570	2002.45129	-1898.4458
8580	2007.11487	-1889.59985
8590	2011.77832	-1880.75391
8600	2016.44189	-1871.90784
8610	2021.10547	-1863.06189
8620	2025.76904	-1854.21594
8630	2030.4325	-1845.36987
8640	2035.09607	-1836.52393
8650	2039.75964	-1827.67798
8660	2044.4231	-1818.83191
8670	2049.08667	-1809.98596
8680	2053.75024	-1801.14001
8690	2058.41382	-1792.29407
8700	2063.07739	-1783.448
8710	2067.74072	-1774.60205
8720	2072.4043	-1765.7561
8730	2077.06787	-1756.91003
8740	2081.73145	-1748.06409
8750	2086.39502	-1739.21814
8760	2091.05859	-1730.37219
8770	2095.72217	-1721.52612
8780	2100.3855	-1712.68018
8790	2105.04907	-1703.83423
8800	2109.71265	-1694.98816
8810	2114.37622	-1686.14221
8820	2119.03979	-1677.29626
8830	2123.70337	-1668.45032
8840	2128.36694	-1659.60425
8850	2133.03027	-1650.7583
8860	2137.69385	-1641.91235
8870	2142.35742	-1633.06628
8880	2146.92993	-1624.1731
8890	2151.32373	-1615.19031
8900	2155.53711	-1606.12146
8910	2159.56812	-1596.97009
8920	2163.41528	-1587.73987
8930	2167.07715	-1578.43469
8940	2170.55225	-1569.05811
8950	2173.83911	-1559.61389
8960	2176.93628	-1550.10571
8970	2179.84277	-1540.5376
8980	2182.55737	-1530.91333
8990	2185.0791	-1521.23669
9000	2187.40649	-1511.51147
9010	2189.53931	-1501.7417
9020	2191.47607	-1491.93115
9030	2193.21631	-1482.08398
9040	2194.75903	-1472.20386
9050	2196.10425	-1462.29492
9060	2197.25073	-1452.36108
9070	2198.19849	-1442.40625
9080	2198.94702	-1432.43445
9090	2199.49585	-1422.44971
9100	2199.84473	-1412.45593
9110	2199.9939	-1402.45715
9120	2199.94312	-1392.45752
9130	2199.69238	-1382.46082
9140	2199.2417	-1372.47119
9150	2198.59131	-1362.49243
9160	2197.74146	-1352.52881
9170	2196.69238	-1342.58411
9180	2195.44482	-1332.66248
9190	2193.99927	-1322.7677
9200	2192.35571	-1312.90381
9210	2190.51562	-1303.07471
9220	2188.479	-1293.28442
9230	2186.24731	-1283.53687
9240	2183.8208	-1273.83594
9250	2181.20093	-1264.1853
9260	2178.38867	-1254.58911
9270	2175.38501	-1245.05103
9280	2172.19116	-1235.57495
9290	2168.80835	-1226.16467
9300	2165.23804	-1216.82397
9310	2161.48193	-1207.5564
9320	2157.54102	-1198.36584
9330	2153.41699	-1189.25598
9340	2149.11182	-1180.23035
9350	2144.62671	-1171.29272
9360	2139.96411	-1162.44653
9370	2135.12524	-1153.69531
9380	2130.11255	-1145.04272
9390	2124.92773	-1136.49194
9400	2119.573	-1128.04675
9410	2114.05029	-1119.71021
9420	2108.36206	-1111.48584
9430	2102.5105	-1103.37683
9440	2096.4978	-1095.38647
9450	2090.32666	-1087.51794
9460	2083.99951	-1079.77441
9470	2077.51855	-1072.15894
9480	2070.88672	-1064.67468
9490	2064.10645	-1057.32446
9500	2057.18066	-1050.11145
9510	2050.11182	-1043.03821
9520	2042.90308	-1036.10791
9530	2035.55713	-1029.323
9540	2028.0769	-1022.68646
9550	2020.46558	-1016.20081
9560	2012.72607	-1009.86871
9570	2004.86133	-1003.69263
9580	1996.87476	-997.675049
9590	1988.76941	-991.81842
9600	1980.54858	-986.125061
9610	1972.21558	-980.597229
9620	1963.77356	-975.237122
9630	1955.2262	-970.046997
9640	1946.57666	-965.028809
9650	1937.82849	-960.18457
9660	1928.98523	-955.516296
9670	1920.05029	-951.025757
9680	1911.02747	-946.714844
9690	1901.92017	-942.585266
9700	1892.73206	-938.638611
9710	1883.46692	-934.876465
9720	1874.1283	-931.300415
9730	1864.72021	-927.911804
9740	1855.24609	-924.712036
9750	1845.70996	-921.702393
9760	1836.11548	-918.884033
9770	1826.46655	-916.258118
9780	1816.76709	-913.825684
9790	1807.02087	-911.587769
9800	1797.23193	-909.545166
9810	1787.40393	-907.69873
9820	1777.54114	-906.049194
9830	1767.64722	-904.59729
9840	1757.72632	-903.343506
9850	1747.78235	-902.288391
9860	1737.81921	-901.432373
9870	1727.84094	-900.775696
9880	1717.85156	-900.318787
9890	1707.8551	-900.061707
9900	1697.85535	-900.004578
9910	1687.85657	-900.147461
9920	1677.86255	-900.490295
9930	1667.87756	-901.032898
9940	1657.90527	-901.775146
9950	1647.94983	-902.716614
9960	1638.01526	-903.856995
9970	1628.10547	-905.195801
9980	1618.22437	-906.732605
9990	1608.3761	-908.466614
10000	1598.56433	-910.397278
10010	1588.79321	-912.523804
10020	1579.06665	-914.845276
10030	1569.38831	-917.360779
10040	1559.76233	-920.069397
10050	1550.19238	-922.96991
10060	1540.68237	-926.061279
10070	1531.23608	-929.342224
10080	1521.8573	-932.811401
10090	1512.5498	-936.467468
10100	1503.31726	-940.308899
10110	1494.16345	-944.334229
10120	1485.09192	-948.541809
10130	1476.10632	-952.929993
